t,k,classifier,women_rejection_rate_target,women_rejection_rate_actual,dataset,method,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,geometric_mean,geometric_mean_std,precision,precision_std,recall,recall_std,f1_score,f1_score_std,true_positive_rate,true_positive_rate_std,false_positive_rate,false_positive_rate_std,true_negative_rate,true_negative_rate_std,false_negative_rate,false_negative_rate_std,spd,spd_std,disparate_impact,disparate_impact_std,eod,eod_std,equal_opportunity_ratio,equal_opportunity_ratio_std,false_positive_rate_difference,false_positive_rate_difference_std,predictive_equality,predictive_equality_std,true_negative_rate_difference,true_negative_rate_difference_std,true_negative_rate_parity,true_negative_rate_parity_std,false_negative_rate_difference,false_negative_rate_difference_std,false_negative_rate_parity,false_negative_rate_parity_std,accuracy_difference,accuracy_difference_std,accuracy_parity,accuracy_parity_std,aod,aod_std,average_odds_ratio,average_odds_ratio_std
0.5,695,MLP,0.8,0.8,german_t0.5_k695,Baseline,0.824188790560472,0.013401553618407709,0.8172146446518305,0.014051849732185314,0.8161127759755022,0.014333533069310265,0.7932946502516499,0.01857437826629896,0.7771428571428571,0.022767682072156056,0.7849329812244894,0.016691976108993208,0.7771428571428571,0.022767682072156056,0.14271356783919598,0.01576320315714384,0.857286432160804,0.015763203157143826,0.22285714285714286,0.022767682072156036,-0.5712472079180083,0.04566786394819316,0.23265921659258457,0.02136243681695889,-0.19676669130327668,0.08883214220304582,0.768609218241395,0.09286895378834467,-0.45105481094039435,0.08433160460576607,0.11327467218771567,0.020222430286410374,0.45105481094039446,0.08433160460576612,1.9871487725524992,0.43550012965843543,0.19676669130327665,0.08883214220304583,2.462272822028919,1.1049510802240625,0.14341354916329754,0.05013620737961824,1.1982548618457676,0.07809360254186996,-0.32391075112183554,0.060996210162798,0.4409419452145554,0.04457443386288562
0.5,695,SVC,0.8,0.8,german_t0.5_k695,Baseline,0.832448377581121,0.015429730773595295,0.8392857142857142,0.018066097194950188,0.8381267171927425,0.017533539950454702,0.7555172323819401,0.012769834335946813,0.8785714285714287,0.03642156795423417,0.8121217741454654,0.02011702467974398,0.8785714285714287,0.03642156795423417,0.19999999999999998,0.01287060148227708,0.8,0.01287060148227709,0.12142857142857141,0.03642156795423417,-0.693376173756285,0.021680321127403483,0.22194203015798672,0.018546880916281087,-0.1930251293422025,0.07695343432966287,0.7925130845465007,0.08451229798902643,-0.7181152190677362,0.04248263058223389,0.07957614798591488,0.0027173087074577923,0.7181152190677362,0.04248263058223389,4.471064904815681,0.9461504508701533,0.1930251293422025,0.07695343432966291,4.203566149297857,1.6771322545265415,0.1621670273620648,0.016984915830227997,1.220657382041304,0.026271012711750835,-0.45557017420496937,0.0437381704334158,0.43604461626620783,0.04247892233585054
0.75,92,LogReg,0.5,0.5,german_t0.75_k92,Baseline,0.736215491600687,0.031131537942170783,0.6966007662138891,0.03165575132864452,0.6818620419029985,0.03335101777475425,0.7709945148311578,0.01933255169037634,0.8371807599513094,0.03583514597112342,0.8025084576000013,0.024700759429257434,0.8371807599513094,0.03583514597112342,0.44397922752353136,0.04009619974016801,0.5560207724764687,0.04009619974016802,0.16281924004869053,0.03583514597112341,-0.29443532652280097,0.06774792915346613,0.6359705205921916,0.07223899405651292,-0.17619241192411922,0.06399247595056047,0.8006811803856928,0.07435926150854913,-0.2779291333399164,0.14052688799549626,0.5433708478513357,0.20064871711833573,0.2779291333399164,0.14052688799549626,1.7274292887886862,0.4248618433720687,0.17619241192411922,0.06399247595056048,2.6205685845319993,0.6267664099459147,-0.05513840593662807,0.06423322642852326,0.9264625366524873,0.08531341738846157,-0.2270607726320178,0.07595491777356024,0.6720260141185143,0.10151121150732113
0.75,92,XGBoost,0.5,0.5,german_t0.75_k92,Baseline,0.7783838129948473,0.012241491012952426,0.7467967210862676,0.01750958828899647,0.7375616071995603,0.02103463358061689,0.8084772734270969,0.01714638725434277,0.8585074311371571,0.023559810974366057,0.8323561856758224,0.009332492150625213,0.8585074311371571,0.023559810974366057,0.3649139889646219,0.04737338235726343,0.6350860110353781,0.047373382357263426,0.14149256886284284,0.02355981097436609,-0.2473836014231036,0.05669002894443053,0.6827171229343076,0.05310689738335247,-0.05241685144124166,0.09692955212945803,0.9460099841101763,0.10819079987320372,-0.2778972054902735,0.0904076741751053,0.4576370157819225,0.14823253987913143,0.27789720549027347,0.09040767417510533,1.5926589237320943,0.2678821548096127,0.05241685144124168,0.09692955212945804,1.8973671044402753,1.275802037478139,0.027877454797683755,0.08043924710901088,1.039824147851053,0.10543796841619156,-0.16515702846575758,0.06164142812687223,0.7018234999460494,0.06602696194279518
0.75,92,KNN,0.5,0.5,german_t0.75_k92,Baseline,0.7270998282434753,0.018107991843546025,0.6850182213684841,0.015762290849387663,0.6683758010543605,0.01456527159427515,0.7623331758255409,0.00699645225425733,0.834333748806426,0.028132637223026,0.7965468677455749,0.015668915038605086,0.834333748806426,0.028132637223026,0.46429730606945796,0.015339836255825134,0.5357026939305419,0.01533983625582513,0.165666251193574,0.028132637223025992,-0.33469523066267887,0.06178706354599301,0.5959861125146861,0.059042880943543895,-0.16557846760285783,0.049227270997247295,0.8120805626558184,0.05564407590317685,-0.4108613936341793,0.11939849650832975,0.4011140279206763,0.11499337021386671,0.4108613936341793,0.1193984965083297,2.425112514518003,0.8323598847101745,0.16557846760285783,0.04922727099724727,2.4879011882426516,0.6706871829262003,-0.00132746371751995,0.04248488193971373,0.9981203367558977,0.0582420467334901,-0.2882199306185186,0.07066846749213716,0.6065972952882472,0.0667471035960428
0.75,92,MLP,0.5,0.5,german_t0.75_k92,Baseline,0.738980352729253,0.021069696685231017,0.7105975326935322,0.0133004460887286,0.7025552115505673,0.010624602395495482,0.7879570869620094,0.007364691154719878,0.8114255100478888,0.045313180261682594,0.7988157293463767,0.021763622994672445,0.8114255100478888,0.045313180261682594,0.39023044466082435,0.028741140528680594,0.6097695553391757,0.02874114052868059,0.18857448995211126,0.04531318026168259,-0.2458525154910452,0.0525088649192264,0.6739353029678721,0.05716998645819968,-0.08431510224193148,0.08882071550655711,0.8998264715054279,0.1052225849407706,-0.2696815443862941,0.10666490038093981,0.5055188594284721,0.15169975450547313,0.26968154438629405,0.10666490038093983,1.6150804980528792,0.3104990395466947,0.0843151022419315,0.08882071550655711,1.6102678243443012,0.6914898964162683,0.011334286426777317,0.06855582559845934,1.0169429712455216,0.09318757749481615,-0.17699832331411278,0.05660682688158462,0.70267266546695,0.07264845595701952
0.75,92,SVC,0.5,0.5,german_t0.75_k92,Baseline,0.7518160110594445,0.025287493427663593,0.7070517079646097,0.024357444170139072,0.6885594038222486,0.025407539032536026,0.7739420437755327,0.012582973847905203,0.8657424941505761,0.03588700745239162,0.8170062925148107,0.02054206461680596,0.8657424941505761,0.03588700745239162,0.4516390782213566,0.03232299505522911,0.5483609217786433,0.03232299505522913,0.1342575058494238,0.03588700745239163,-0.3828432681056396,0.055537679074554994,0.5555850830407099,0.04296623128257265,-0.1883951712244395,0.044820315258935026,0.7951948041651168,0.04860931990319831,-0.47679207399361445,0.1217391090041181,0.32341689422794506,0.11088556892923963,0.47679207399361445,0.12173910900411812,2.766061184073379,0.9033201086823142,0.18839517122443952,0.04482031525893501,4.100764601252406,1.926844242282174,0.006912359248325473,0.051495595148667014,1.0090196767683552,0.06823964241906086,-0.332593622609027,0.06346156923632781,0.5593058491965309,0.0512117067050737
0.75,264,LogReg,0.65,0.6498257839721254,german_t0.75_k264,Baseline,0.7887885061798106,0.03213635965180488,0.7867935195647446,0.030163227614771627,0.786291248520061,0.02989294974549981,0.8109982908700483,0.017469054673808406,0.805903726866531,0.0494628281469723,0.8080425568035008,0.0330130842880445,0.805903726866531,0.0494628281469723,0.23231668773704167,0.01598007374013825,0.7676833122629583,0.015980073740138233,0.19409627313346892,0.04946282814697232,-0.5477503764914708,0.048893764096982484,0.3146299431516696,0.04636861903664403,-0.2643387533875339,0.0699598292923679,0.6990015484086969,0.08215367797529063,-0.5274849910639384,0.05298083825728201,0.09395938908982386,0.055013167939652975,0.5274849910639384,0.05298083825728202,2.2738704860322505,0.2190664522255799,0.2643387533875339,0.06995982929236788,3.4573755851194874,0.9205042262954339,0.07737532221128844,0.021583343023970095,1.1029096181485492,0.02831698184430921,-0.39591187222573615,0.054828443201833124,0.39648046874926035,0.05504482156677671
0.75,264,XGBoost,0.65,0.6498257839721254,german_t0.75_k264,Baseline,0.8045862350210177,0.03109592398305766,0.7987320613154687,0.03169642586361231,0.7968140582246186,0.032136848868955604,0.8057859797276443,0.026382509381378216,0.8528844766132384,0.02860982073660859,0.8286243590126514,0.026814163010901424,0.8528844766132384,0.02860982073660859,0.2554203539823009,0.03728450495388397,0.7445796460176991,0.03728450495388397,0.14711552338676173,0.028609820736608595,-0.4037423923127445,0.03139879844191911,0.4757677681977642,0.03349092983312912,-0.07951786154225178,0.012830831960248309,0.9090793746771922,0.0153288312693222,-0.357479957690484,0.13189321428466508,0.30185310874697063,0.13296772370582688,0.357479957690484,0.13189321428466505,1.7969026169026172,0.4099141860273923,0.07951786154225178,0.012830831960248295,1.6893111766282498,0.24278596873060102,0.06751388413063167,0.05334727934862854,1.0918579933835162,0.07172884166079194,-0.21849890961636792,0.0673263037784903,0.6054662417120815,0.06772410494484724
0.75,264,KNN,0.65,0.6498257839721254,german_t0.75_k264,Baseline,0.7452663278750234,0.011339136797177842,0.7377098568072404,0.009822870860703844,0.7338952067136362,0.008563545085016071,0.7508487346038833,0.008447460381339865,0.8087003710101828,0.031032554276896832,0.7783348043966312,0.013222548280978297,0.8087003710101828,0.031032554276896832,0.3332806573957017,0.020598002500496055,0.6667193426042983,0.02059800250049603,0.19129962898981728,0.03103255427689684,-0.4832716090402494,0.039517353264603865,0.40760110149408463,0.04645382332216882,-0.19882655826558263,0.058785181499365236,0.7693126080991594,0.0701868800973826,-0.5328393332603859,0.06304506531777651,0.2246884352062163,0.04337415371732151,0.5328393332603859,0.0630450653177765,2.7705582813582814,0.48195003321323604,0.19882655826558265,0.058785181499365194,2.4576949879388907,0.36036168600075885,0.0708660327246062,0.014110347622733391,1.0996919620787362,0.021419009284280303,-0.36583294576298425,0.053175478312284766,0.4970005216526879,0.05466693172605862
0.75,264,MLP,0.65,0.6498257839721254,german_t0.75_k264,Baseline,0.7681786812221596,0.028720492359627446,0.7650727083556277,0.026862861928121255,0.7640343607653921,0.025993319706190617,0.7885165557692518,0.018403415546537225,0.7943521170905222,0.04875431622848979,0.7908617400723802,0.02947288879007518,0.7943521170905222,0.04875431622848979,0.2642067003792668,0.02488144777562711,0.7357932996207331,0.024881447775627095,0.20564788290947789,0.048754316228489816,-0.4218522431048797,0.04868032558678781,0.43821581204244797,0.04431920422877761,-0.12982729736388274,0.033137132326890965,0.8437052135659077,0.039727415968947695,-0.4079992705255863,0.103210680058402,0.2498375427940645,0.10219512398926199,0.4079992705255863,0.10321068005840199,1.9312451863628337,0.3132790215162505,0.1298272973638827,0.03313713232689097,1.8981877956853332,0.4969716930354248,0.08321457884887198,0.03925879727134523,1.116613067392171,0.05848855318360386,-0.2689132839447345,0.06425810770430737,0.5467713781799861,0.06349376520448663
0.75,264,SVC,0.65,0.6498257839721254,german_t0.75_k264,Baseline,0.7840297383775644,0.024984215897603846,0.7746283371936016,0.022670315053544943,0.7688342248931413,0.020977297684491605,0.7734474352554745,0.013300881781733142,0.8630683052342321,0.05187756666861838,0.815072014161253,0.026009644894501652,0.8630683052342321,0.05187756666861838,0.3138116308470291,0.026965379976570905,0.686188369152971,0.02696537997657089,0.13693169476576791,0.051877566668618376,-0.5192976511907113,0.045746866338025084,0.3918405597655153,0.04177980057376928,-0.19106972160630697,0.054990377273864334,0.7906935709388033,0.061737362627136104,-0.5625867162709268,0.0602154306428801,0.18078560231395815,0.049508050851266194,0.5625867162709268,0.0602154306428801,2.869857192857193,0.4784726750425256,0.19106972160630695,0.054990377273864334,3.8637017831522846,1.3978282801266686,0.07332808205989953,0.01697370846171108,1.0979114604401707,0.023067353323561437,-0.37682821893861684,0.039822121930590336,0.4857395866263808,0.04764660938510493
0.75,695,LogReg,0.8,0.8,german_t0.75_k695,Baseline,0.8153392330383481,0.01756091571225628,0.80332376166547,0.018358697175561076,0.8002432169790256,0.01890459659405768,0.8021158116292761,0.024627243145035144,0.7342857142857143,0.026108095546424376,0.7665229715092222,0.022642218420827816,0.7342857142857143,0.026108095546424376,0.12763819095477386,0.017291106064407293,0.8723618090452261,0.0172911060644073,0.26571428571428574,0.026108095546424383,-0.6747758493464111,0.036462687750110336,0.13336166801855648,0.022528503636334293,-0.4024816457255481,0.06895353447163188,0.5266101348732894,0.07869218003750839,-0.5737979459518361,0.0729956800933143,0.029677306389262914,0.012510255201421674,0.5737979459518362,0.07299568009331432,2.486184437543133,0.4626398107771685,0.4024816457255481,0.06895353447163183,3.7742306046542238,0.7426629813941978,0.14795646485294972,0.02283714331039645,1.2046922273822545,0.03882187132810627,-0.48813979583869205,0.057672177268006074,0.2781437206312761,0.04181552829598596
0.75,695,XGBoost,0.8,0.8,german_t0.75_k695,Baseline,0.8554572271386431,0.01637101702125266,0.8540129217516151,0.01801075709597684,0.8538798743016658,0.018144357045058183,0.8119797307972718,0.016267702644229387,0.8457142857142858,0.028784916685156984,0.8283896335030784,0.02086643683747471,0.8457142857142858,0.028784916685156984,0.1376884422110553,0.011281379055599828,0.8623115577889446,0.011281379055599835,0.15428571428571428,0.028784916685156984,-0.5750170271997039,0.036767110005648425,0.25481511187997635,0.025273683659339206,-0.11178196600147816,0.11862682947456982,0.8761294102140932,0.1358388708617129,-0.438281856396845,0.0757002087555978,0.11311088368153585,0.03276959421180469,0.438281856396845,0.07570020875559777,1.8968083972719523,0.2519390010839344,0.11178196600147819,0.11862682947456978,2.2792341326774617,1.3662633226583334,0.13499178676162268,0.053147123899425726,1.1775331145600934,0.07822014013071243,-0.2750319111991616,0.06411917520226476,0.49462014694781453,0.062401226115161204
0.75,695,KNN,0.8,0.8,german_t0.75_k695,Baseline,0.8129793510324484,0.013401553618407733,0.8133847810480976,0.011850285943190977,0.8132587046643799,0.011804796853367983,0.7530110421619856,0.02280663857456021,0.8157142857142856,0.012289036095775174,0.7828731012715353,0.012970962767565673,0.8157142857142856,0.012289036095775174,0.18894472361809045,0.023049939580260737,0.8110552763819096,0.023049939580260744,0.1842857142857143,0.012289036095775186,-0.6477257596579149,0.021439311172458616,0.22131098559242385,0.008404357105910303,-0.216050258684405,0.03527622674290254,0.7537792772128349,0.04063589194566968,-0.647329119202689,0.09151579893427648,0.09163506919028712,0.012055354503429887,0.647329119202689,0.09151579893427654,3.6445896810634664,1.2825903879760803,0.21605025868440503,0.03527622674290253,2.7653377110694186,0.2734499737277234,0.16603019109569966,0.028155637622773292,1.234010194553422,0.0475922552655033,-0.431689688943547,0.03946039386833661,0.4227071732015609,0.017839722594932293
0.75,695,MLP,0.8,0.8,german_t0.75_k695,Baseline,0.8330383480825958,0.019080780682945414,0.828140703517588,0.019744315542899127,0.8274829083185835,0.01994152906178881,0.7971011564072714,0.02593544123175092,0.8,0.029623487647611038,0.7982313648422547,0.022984917917241606,0.8,0.029623487647611038,0.14371859296482412,0.021927059526905966,0.856281407035176,0.02192705952690597,0.2,0.029623487647611028,-0.5739859714267472,0.04489951277334046,0.2407205048822389,0.028584620199275556,-0.15245725548164574,0.0974730298130975,0.8231105158595607,0.10770816269448887,-0.46944818149051565,0.0749846680075175,0.10287861626864184,0.008734822268273759,0.46944818149051565,0.07498466800751748,2.043519433465086,0.35139294602401966,0.15245725548164574,0.09747302981309752,2.185162601626016,0.9346788197028206,0.15343611893459547,0.04077350334605777,1.210082861561071,0.06489791462405103,-0.31095271848608064,0.06348174818746481,0.46299456606410133,0.05723939368440287
0.75,695,SVC,0.8,0.8,german_t0.75_k695,Baseline,0.8371681415929204,0.023775152424318474,0.8422469490308686,0.026420097769362664,0.8414460047469887,0.026146217407227796,0.7662673810908582,0.02169671616691745,0.8714285714285713,0.045400710234487746,0.8151088193785998,0.029430042497021313,0.8714285714285713,0.045400710234487746,0.18693467336683417,0.01890943489671033,0.8130653266331658,0.01890943489671033,0.12857142857142856,0.045400710234487725,-0.681996096024489,0.023589524024226902,0.21946832297872043,0.018075625674092467,-0.19018748460211876,0.05008261394480064,0.7934059579878753,0.05712519118351099,-0.6823716167509073,0.05644017990608828,0.07546826251538483,0.009769191702289282,0.6823716167509073,0.056440179906088246,3.8128152980559813,0.8562051343902586,0.19018748460211876,0.05008261394480065,4.405937862950058,2.401734469144257,0.16027637778828185,0.024133788699341248,1.2180392004363454,0.04283496545883704,-0.43627955067651303,0.04633396760967955,0.43443711025163,0.0318819091012948
1.0,92,LogReg,0.5,0.5,german_t1.0_k92,Baseline,0.7463114239034812,0.01589153726732085,0.7090657598609245,0.0216279198015982,0.6958056873836804,0.027160607611029435,0.7806831849867616,0.019119839995418636,0.8414356417601482,0.01645866383035191,0.8096508407908919,0.010513163388193867,0.8414356417601482,0.01645866383035191,0.42330412203829926,0.048359135521797346,0.5766958779617007,0.04835913552179734,0.15856435823985188,0.0164586638303519,-0.3620423072663559,0.026146811109683088,0.5606982385999982,0.03268158276495662,-0.2099485094850949,0.07218396989804285,0.7680667827451855,0.07707138170436534,-0.38954033771106944,0.08967486833098241,0.38280742881485197,0.08109046524981893,0.3895403377110695,0.08967486833098241,2.1378943089430895,0.44739585088870154,0.20994850948509486,0.07218396989804282,3.3091850561362754,1.148290794755479,-0.02753349117313928,0.06181035019479833,0.9665570574683932,0.07920399402501274,-0.2997444235980821,0.026502182585500897,0.5754371057800187,0.032156203685699235
1.0,92,XGBoost,0.5,0.5,german_t1.0_k92,Baseline,0.7719576054626953,0.013704569291097998,0.7378454996529349,0.014990255062361247,0.7267326750734853,0.02031072064633053,0.8009006179033609,0.013535142587351114,0.8584563352357628,0.03497275694449733,0.8281023176633273,0.013085566986661223,0.8584563352357628,0.03497275694449733,0.3827653359298929,0.0480410227822811,0.6172346640701071,0.04804102278228108,0.14154366476423724,0.03497275694449734,-0.24972344258659857,0.05623644609426307,0.6822989037662586,0.054452678984007304,-0.06653880266075389,0.06840147747049692,0.9281331371423885,0.07315489922011795,-0.2740655343800401,0.09885217804729261,0.48661415989159895,0.14650535199574313,0.2740655343800401,0.0988521780472926,1.6076108801428923,0.2697710126932017,0.06653880266075388,0.06840147747049695,2.0580487804878045,1.296281613582969,0.014564504184937932,0.06307720333821082,1.0214557604311625,0.08338416276379716,-0.170302168520397,0.06189288247601774,0.7073736485169937,0.07562910755046237
1.0,92,KNN,0.5,0.5,german_t1.0_k92,Baseline,0.7216245653722089,0.011776139892871844,0.6840219867801357,0.01699009237461871,0.6702964504679925,0.02183345595693346,0.7651037445711111,0.013200159770151595,0.8171189492175257,0.016870243135490792,0.7900548800869004,0.008233346177228729,0.8171189492175257,0.016870243135490792,0.4490749756572542,0.0407987648254631,0.5509250243427458,0.040798764825463116,0.18288105078247435,0.016870243135490785,-0.33607896876546506,0.06071744070098666,0.5847055986055607,0.0725141216473018,-0.16933456516383344,0.10697900888237852,0.8074714026196599,0.11996152733050029,-0.40982801751094433,0.14201106912998,0.3894736428009442,0.15580409288134486,0.40982801751094433,0.14201106912997996,2.387475040203699,0.9121634475536919,0.16933456516383347,0.10697900888237845,2.445041047546428,1.0020609532742226,0.003612559791723724,0.1008057285632643,1.0122663313818687,0.1462738395401777,-0.28958129133738886,0.06011295919369588,0.598472522710302,0.07868414138063486
1.0,92,MLP,0.5,0.5,german_t1.0_k92,Baseline,0.7389845419127813,0.01954153132837649,0.7137962588911714,0.018111004082971605,0.7074633735849896,0.01972970174680473,0.7929255300197248,0.01254250364772132,0.8027304600088925,0.03564504230382678,0.7973418816969051,0.0187216698809056,0.8027304600088925,0.03564504230382678,0.37513794222654984,0.038022451280229165,0.6248620577734502,0.03802245128022914,0.1972695399911074,0.03564504230382678,-0.25576401722868686,0.050821839386918,0.6580719897050697,0.05054364302481059,-0.09305173688100518,0.06736631658875708,0.891932407503419,0.07575611514371366,-0.2789243277048155,0.1265598861954141,0.4828794787750249,0.20352693944417943,0.27892432770481557,0.12655988619541408,1.619404419995287,0.3220029936766248,0.09305173688100518,0.06736631658875707,1.7097250767525156,0.5986905488065895,0.015604221513652617,0.08037354221584864,1.02602055631425,0.10857831501978159,-0.18598803229291036,0.05835951162803175,0.687405943139222,0.08696981836800399
1.0,92,SVC,0.5,0.5,german_t1.0_k92,Baseline,0.7600435675086924,0.028212815281023627,0.7112272159169992,0.028391868480503343,0.6893071587990242,0.030897730132489053,0.7737806469213596,0.016543489397737476,0.8842525493283185,0.03551980057947897,0.8250896323813818,0.02193149488986627,0.8842525493283185,0.03551980057947897,0.4617981174943201,0.03971715083059137,0.53820188250568,0.039717150830591366,0.1157474506716815,0.03551980057947898,-0.4074713945829126,0.037334896352762,0.5388560039107076,0.029468702038541086,-0.2145171224439517,0.04819536022265762,0.7721256685179928,0.0555938014882524,-0.4982235607781179,0.12378632458032973,0.3137020905923345,0.12187538771119812,0.4982235607781179,0.12378632458032968,2.9448803584626755,0.7684141293180046,0.2145171224439517,0.0481953602226576,7.109242160278745,5.222504341828742,-0.005913782743684104,0.0660245454581102,0.9922942652909178,0.08475820513805907,-0.3563703416110348,0.0440284088531747,0.5429138795551637,0.040528017961148036
1.0,264,LogReg,0.65,0.6498257839721254,german_t1.0_k264,Baseline,0.7753089905263818,0.014127215541515819,0.7726687020074877,0.014265043921632378,0.7720906436237613,0.01441451684397538,0.7973671067474007,0.01529951082113402,0.7971389210819794,0.02052044350088578,0.7970693807125249,0.013611275767524382,0.7971389210819794,0.02052044350088578,0.25180151706700377,0.02378360059447421,0.7481984829329962,0.023783600594474215,0.2028610789180206,0.020520443500885773,-0.6029015677033946,0.015516379470411477,0.2711485784105029,0.02674340077450291,-0.35046070460704604,0.04123116402114704,0.6096230954131047,0.04579984152632099,-0.5929675748623117,0.04717460743989084,0.07956031393712554,0.050419102747715695,0.5929675748623117,0.047174607439890825,2.6949051129051127,0.30257369187191374,0.3504607046070461,0.041231164021147036,4.583956165785435,0.9305253773663744,0.060509216505597575,0.03864167594610265,1.0820698902738684,0.05270565882983744,-0.4717141397346789,0.016266591579430698,0.344591704675115,0.02930781361561029
1.0,264,XGBoost,0.65,0.6498257839721254,german_t1.0_k264,Baseline,0.7903569860091599,0.02255674245031078,0.7854046456193842,0.022871930298030422,0.7840283228562323,0.02304911390038028,0.7983866834404995,0.01930754981932597,0.8314761686091856,0.02108919040921079,0.814577967549455,0.019807449354082116,0.8314761686091856,0.02108919040921079,0.2606668773704172,0.02569330078521581,0.7393331226295828,0.0256933007852158,0.1685238313908144,0.0210891904092108,-0.42143121674969564,0.0631119462752041,0.4533637278134025,0.06099595919237534,-0.12649765952204978,0.0769861544024751,0.8554510777916864,0.08652988257049614,-0.37290060911113543,0.12151628466630066,0.28032100335629745,0.08447609374818713,0.37290060911113543,0.12151628466630066,1.8683439874657268,0.553011846605087,0.12649765952204978,0.0769861544024751,2.0618408082432476,0.7536004387645473,0.058415838609741574,0.039389359225057895,1.0789890624917557,0.05295984131819671,-0.24969913431659257,0.08922554330690322,0.567886040573992,0.0760959313387787
1.0,264,KNN,0.65,0.6498257839721254,german_t1.0_k264,Baseline,0.7373486416964679,0.016772363171364425,0.7317466602342839,0.015481097420420763,0.7295373874870205,0.014733185726273926,0.7520881835376929,0.0124970156504105,0.7843529917707173,0.03260710549808566,0.7675640924141958,0.018295236977928214,0.7843529917707173,0.03260710549808566,0.32085967130214915,0.019575455727783478,0.6791403286978508,0.019575455727783467,0.21564700822928282,0.03260710549808569,-0.4835877621375815,0.009151272811581882,0.3928612552733892,0.021402604916574634,-0.21368440502586844,0.026098299540166615,0.7472640664173354,0.02980588205515032,-0.5280585038479775,0.03849473661221937,0.21216068010039027,0.030712362392333183,0.5280585038479775,0.038494736612219374,2.6294113484113484,0.27474938940289007,0.21368440502586844,0.026098299540166608,2.4528910466625673,0.339348758692908,0.07580897669744409,0.03148643871927891,1.11001376528355,0.050709433217257995,-0.37087145443692304,0.01429145084362445,0.4797123732588629,0.024898200854236496
1.0,264,MLP,0.65,0.6498257839721254,german_t1.0_k264,Baseline,0.7721249764728026,0.021624193122640245,0.7685522005237889,0.02098321747645283,0.7675228692471913,0.020771849305790423,0.79029061566602,0.018376250563369646,0.8013427069894237,0.03385880806898664,0.7954418998121993,0.021584419568547578,0.8013427069894237,0.03385880806898664,0.2642383059418458,0.027634198525159217,0.7357616940581542,0.0276341985251592,0.19865729301057633,0.03385880806898665,-0.41316748121488106,0.030292275541816266,0.4487650423478183,0.030416930435310408,-0.11237644740083763,0.011613518964681659,0.8645879349101341,0.018260089935191636,-0.40056402961666115,0.0757894207547486,0.24762313574078282,0.06284324000812341,0.40056402961666127,0.07578942075474861,1.8930266333560453,0.29978915991345645,0.11237644740083766,0.011613518964681654,1.6907032520325203,0.09996956651548883,0.0855564176830044,0.028196855880643235,1.1180204268294187,0.04324730973008651,-0.2564702385087494,0.038053954394518565,0.5561055353254585,0.03393685891763222
1.0,264,SVC,0.65,0.6498257839721254,german_t1.0_k264,Baseline,0.7848014304536044,0.010667122348591424,0.7744050190355825,0.010849651938878513,0.7679395244508447,0.011913950276816111,0.7705261433176597,0.012626570290389856,0.8714870292216075,0.02354513710828488,0.8176203372014074,0.009812722561354603,0.8714870292216075,0.02354513710828488,0.32267699115044246,0.026959396670522752,0.6773230088495575,0.026959396670522752,0.12851297077839247,0.02354513710828487,-0.5703382825483921,0.047495856550401686,0.35662021497087293,0.04022215842177574,-0.22453732446415375,0.05208951403061013,0.7605979654169502,0.053800054479688025,-0.6522421855053435,0.07626297767296798,0.13658341718341718,0.03937470308962272,0.6522421855053435,0.07626297767296798,4.059859333459333,1.4626857581378063,0.2245373244641537,0.052089514030610115,5.134233449477351,1.7420780119949184,0.08785847341435678,0.020242289330959073,1.1185788157763594,0.030463557654667496,-0.4383897549847486,0.05080863874969215,0.44859069130018375,0.044483466155922524
1.0,695,LogReg,0.8,0.8,german_t1.0_k695,Baseline,0.8123893805309734,0.012033084397859084,0.8033524766690595,0.012924445360125917,0.8014702307648929,0.013400308370766337,0.7855577558641185,0.01905157416042609,0.7514285714285714,0.025714285714285703,0.7677675423486747,0.015885883851176716,0.7514285714285714,0.025714285714285703,0.14472361809045226,0.017232591155258537,0.8552763819095477,0.017232591155258565,0.24857142857142858,0.02571428571428571,-0.6898903485834573,0.04181799381214437,0.14272022254466704,0.015801111669189856,-0.36958684405025866,0.07752978502440366,0.5701924231519542,0.08295369541904754,-0.6434855428705543,0.08370926643682215,0.03230588695780769,0.009323068646462823,0.6434855428705543,0.08370926643682215,3.131175562502289,0.8830621280888408,0.36958684405025866,0.07752978502440364,3.7408390710701362,0.9082534469637729,0.16752545899551632,0.027071541164026564,1.2357909840466772,0.04228755314322582,-0.5065361934604065,0.06226586809925412,0.3012491550548809,0.039528906557255813
